purchase_request,Date,month-year,labels,total,currency,status,responsible
TTK-23939010,31/3/2020,3-2020,company_c,3297.57,PLN,Clarification,buyer_6
TTK-98056107,27/1/2020,1-2020,company_a,59152.26,PLN,Closed,buyer_9
TTK-28694893,07/7/2020,7-2020,company_c,33512.74,CHF,Clarification,buyer_4
TTK-82773560,15/6/2020,6-2020,company_b,85194.42,USD,Closed,buyer_9
TTK-76380860,30/7/2020,7-2020,company_c,19555.75,PLN,Clarification,buyer_5
TTK-74151358,19/12/2019,12-2019,company_a,21272.87,PLN,Closed,buyer_4
TTK-59446171,02/7/2020,7-2020,company_b,87513.88,EUR,Closed,buyer_5
TTK-27553997,05/7/2020,7-2020,company_b,81472.65,USD,On hold,buyer_7
TTK-74477485,08/1/2020,1-2020,company_c,790.57,PLN,Open,buyer_10
TTK-57821146,03/1/2020,1-2020,company_b,32787.82,EUR,Open,buyer_1
TTK-64493521,27/4/2020,4-2020,company_c,13769.82,PLN,In Progress,buyer_5
TTK-15916012,16/1/2020,1-2020,company_a,6015.61,EUR,Closed,buyer_2
TTK-84926028,21/12/2019,12-2019,company_c,85949.73,USD,Clarification,buyer_9
TTK-32049223,14/1/2020,1-2020,company_a,49498.5,EUR,Open,buyer_3
TTK-56972404,07/1/2020,1-2020,company_b,25113.4,CHF,Closed,buyer_6
TTK-3336178,10/12/2019,12-2019,company_a,50610.67,USD,Open,buyer_2
TTK-86006028,05/8/2020,8-2020,company_c,43825.27,EUR,On hold,buyer_1
TTK-38462855,25/4/2020,4-2020,company_c,34970.48,EUR,Open,buyer_5
TTK-1343230,10/2/2020,2-2020,company_b,55539.6,EUR,Closed,buyer_3
TTK-37892549,26/7/2020,7-2020,company_a,94146.5,EUR,Clarification,buyer_3
TTK-57428567,20/4/2020,4-2020,company_b,75426.67,EUR,Open,buyer_9
TTK-93632940,13/5/2020,5-2020,company_b,74176.36,EUR,Closed,buyer_2
TTK-76984259,21/3/2020,3-2020,company_b,73647.68,PLN,In Progress,buyer_9
TTK-65420746,28/12/2019,12-2019,company_b,65000.59,CHF,Clarification,buyer_6
TTK-91089772,13/3/2020,3-2020,company_a,82870.55,PLN,On hold,buyer_10
TTK-56137148,25/5/2020,5-2020,company_a,72163.6,USD,Open,buyer_9
TTK-82406823,28/5/2020,5-2020,company_b,19353.31,CHF,In Progress,buyer_1
TTK-4441074,08/6/2020,6-2020,company_b,95378.9,EUR,Closed,buyer_1
TTK-33870625,21/1/2020,1-2020,company_a,27980.72,PLN,Closed,buyer_3
TTK-23497672,23/3/2020,3-2020,company_a,24087.65,PLN,On hold,buyer_5
TTK-23204838,09/12/2019,12-2019,company_a,81162.73,USD,On hold,buyer_4
TTK-27040487,15/3/2020,3-2020,company_b,68082.11,PLN,Closed,buyer_10
TTK-8997651,25/4/2020,4-2020,company_c,80699.39,USD,Open,buyer_3
TTK-32613343,02/8/2020,8-2020,company_c,5404.4,EUR,Clarification,buyer_7
TTK-87962767,29/2/2020,2-2020,company_c,84799.82,USD,Closed,buyer_1
TTK-73135948,04/5/2020,5-2020,company_c,67694.59,EUR,Open,buyer_4
TTK-52239807,06/8/2020,8-2020,company_c,79151.82,PLN,In Progress,buyer_10
TTK-8916094,24/7/2020,7-2020,company_b,28914.23,EUR,Open,buyer_10
TTK-85653770,21/1/2020,1-2020,company_a,36448.46,CHF,Closed,buyer_9
TTK-15999452,01/6/2020,6-2020,company_b,53309.58,CHF,Open,buyer_4
TTK-47845369,10/4/2020,4-2020,company_c,84716.39,EUR,Clarification,buyer_7
TTK-18008679,17/6/2020,6-2020,company_a,55977.58,USD,On hold,buyer_6
TTK-51874303,18/1/2020,1-2020,company_b,30534.69,USD,Clarification,buyer_2
TTK-48522832,26/4/2020,4-2020,company_b,66711.8,USD,On hold,buyer_5
TTK-63226016,01/8/2020,8-2020,company_a,76654.76,PLN,On hold,buyer_5
TTK-86035050,04/7/2020,7-2020,company_a,83515.65,EUR,Open,buyer_1
TTK-63352058,19/2/2020,2-2020,company_c,30481.32,PLN,Clarification,buyer_8
TTK-3983316,30/7/2020,7-2020,company_c,65302.58,EUR,In Progress,buyer_1
TTK-79888227,08/4/2020,4-2020,company_a,96690.37,CHF,In Progress,buyer_10
TTK-58326732,04/2/2020,2-2020,company_c,85617.42,PLN,Open,buyer_2
TTK-99622305,17/4/2020,4-2020,company_a,77299.41,USD,On hold,buyer_6
TTK-52001684,05/8/2020,8-2020,company_c,85039.56,EUR,Clarification,buyer_1
TTK-71252970,27/7/2020,7-2020,company_c,41081.44,CHF,Clarification,buyer_1
TTK-57492915,13/3/2020,3-2020,company_b,86831.66,PLN,Clarification,buyer_7
TTK-78334730,16/3/2020,3-2020,company_c,19234.71,CHF,In Progress,buyer_10
TTK-65453959,13/4/2020,4-2020,company_b,93616.78,CHF,Closed,buyer_10
TTK-62323553,18/6/2020,6-2020,company_b,19837.81,CHF,Closed,buyer_8
TTK-47083740,28/1/2020,1-2020,company_c,36204.6,USD,On hold,buyer_6
TTK-44420428,26/12/2019,12-2019,company_b,92753.53,CHF,Clarification,buyer_2
TTK-45492274,09/4/2020,4-2020,company_b,88000.96,USD,Open,buyer_4
TTK-66318078,19/5/2020,5-2020,company_b,79487.46,EUR,On hold,buyer_9
TTK-80262632,16/6/2020,6-2020,company_a,44791.98,EUR,On hold,buyer_1
TTK-55727682,09/3/2020,3-2020,company_b,88155.47,USD,In Progress,buyer_4
TTK-40197642,01/1/2020,1-2020,company_b,80287.91,PLN,Clarification,buyer_10
TTK-79388686,02/8/2020,8-2020,company_c,29576.23,EUR,In Progress,buyer_1
TTK-15684667,11/3/2020,3-2020,company_c,37408.26,EUR,In Progress,buyer_6
TTK-18206854,01/5/2020,5-2020,company_a,97625.87,USD,Closed,buyer_1
TTK-77919470,14/6/2020,6-2020,company_b,41805.57,USD,Closed,buyer_6
TTK-28889464,28/3/2020,3-2020,company_b,19691.18,CHF,Open,buyer_7
TTK-16666438,20/6/2020,6-2020,company_a,42524.82,USD,In Progress,buyer_5
TTK-53914807,28/12/2019,12-2019,company_b,49570.56,USD,On hold,buyer_9
TTK-5601874,24/12/2019,12-2019,company_c,44050.74,PLN,In Progress,buyer_2
TTK-71439262,23/5/2020,5-2020,company_b,79319.17,EUR,On hold,buyer_4
TTK-78829143,04/1/2020,1-2020,company_c,28870.91,CHF,Open,buyer_1
TTK-95362865,08/5/2020,5-2020,company_b,94696.99,USD,Closed,buyer_3
TTK-53855497,08/4/2020,4-2020,company_a,48802.53,PLN,In Progress,buyer_10
TTK-74270959,15/3/2020,3-2020,company_c,55899.16,EUR,On hold,buyer_3
TTK-34037290,13/5/2020,5-2020,company_c,37004.93,EUR,On hold,buyer_4
TTK-87130479,15/4/2020,4-2020,company_c,9615.69,PLN,Clarification,buyer_4
TTK-89420111,03/1/2020,1-2020,company_b,68985.7,CHF,Clarification,buyer_7
TTK-45138957,10/12/2019,12-2019,company_b,65469.52,CHF,Clarification,buyer_10
TTK-92155688,13/2/2020,2-2020,company_b,76793.16,EUR,Open,buyer_8
TTK-33998226,12/2/2020,2-2020,company_b,5489.93,CHF,Open,buyer_8
TTK-91465967,05/4/2020,4-2020,company_c,78029.82,PLN,On hold,buyer_2
TTK-29337768,13/3/2020,3-2020,company_b,56295.4,EUR,On hold,buyer_3
TTK-84735614,30/7/2020,7-2020,company_c,3246.46,PLN,Closed,buyer_10
TTK-12104111,18/5/2020,5-2020,company_b,21590.62,CHF,In Progress,buyer_4
TTK-91288375,13/8/2020,8-2020,company_c,44582.2,USD,In Progress,buyer_10
TTK-41721052,08/12/2019,12-2019,company_a,88743.39,USD,In Progress,buyer_2
TTK-62635532,12/4/2020,4-2020,company_c,11397.64,CHF,In Progress,buyer_6
TTK-7339735,27/3/2020,3-2020,company_c,62878.34,CHF,Clarification,buyer_3
TTK-16447795,12/6/2020,6-2020,company_c,99460.5,USD,Closed,buyer_8
TTK-97738861,14/8/2020,8-2020,company_c,85401.69,CHF,Closed,buyer_6
TTK-93857108,04/2/2020,2-2020,company_c,96713.79,USD,In Progress,buyer_4
TTK-56349297,24/1/2020,1-2020,company_c,14413.89,PLN,Open,buyer_5
TTK-57644719,15/2/2020,2-2020,company_a,81220.5,EUR,Closed,buyer_7
TTK-62656746,16/7/2020,7-2020,company_b,47611.31,EUR,Closed,buyer_2
TTK-24043082,27/3/2020,3-2020,company_a,59473.65,CHF,Open,buyer_1
TTK-83627662,12/4/2020,4-2020,company_b,23504.58,EUR,Closed,buyer_1
TTK-26256638,24/6/2020,6-2020,company_c,99384.78,CHF,Clarification,buyer_1
TTK-57480722,22/7/2020,7-2020,company_a,18225.6,PLN,On hold,buyer_9
TTK-82989550,05/3/2020,3-2020,company_b,8038.19,CHF,On hold,buyer_3
TTK-22865194,02/8/2020,8-2020,company_a,59655.68,EUR,Clarification,buyer_6
TTK-52711782,19/4/2020,4-2020,company_a,42339.17,EUR,Open,buyer_7
TTK-35791521,14/6/2020,6-2020,company_c,71679.23,USD,Clarification,buyer_1
TTK-5486068,03/4/2020,4-2020,company_b,92631.41,PLN,In Progress,buyer_7
TTK-97667627,19/12/2019,12-2019,company_c,73584.33,USD,In Progress,buyer_8
TTK-95899860,04/7/2020,7-2020,company_b,62193.65,EUR,Closed,buyer_5
TTK-67639039,09/5/2020,5-2020,company_b,35319.92,USD,Clarification,buyer_10
TTK-75727522,28/2/2020,2-2020,company_c,68031.69,EUR,On hold,buyer_3
TTK-79429836,28/6/2020,6-2020,company_a,76058.33,EUR,On hold,buyer_4
TTK-84119047,23/7/2020,7-2020,company_b,52958.38,USD,On hold,buyer_2
TTK-63913363,23/5/2020,5-2020,company_b,54494.8,EUR,Closed,buyer_9
TTK-79945976,09/12/2019,12-2019,company_c,77386.41,USD,On hold,buyer_3
TTK-63290359,08/2/2020,2-2020,company_b,66640.88,USD,In Progress,buyer_1
TTK-22648807,28/12/2019,12-2019,company_b,89759.39,EUR,Clarification,buyer_1
TTK-15900493,15/8/2020,8-2020,company_a,49721.7,EUR,On hold,buyer_8
TTK-27355287,28/2/2020,2-2020,company_c,63004.59,CHF,Closed,buyer_5
TTK-83671015,07/7/2020,7-2020,company_c,65062.28,CHF,Closed,buyer_2
TTK-117702,11/4/2020,4-2020,company_b,82012.95,USD,On hold,buyer_8
TTK-47173447,30/6/2020,6-2020,company_c,31232.14,USD,Closed,buyer_6
TTK-48915300,08/12/2019,12-2019,company_b,27561.8,PLN,Closed,buyer_4
TTK-59656663,22/12/2019,12-2019,company_a,1828.48,PLN,In Progress,buyer_7
TTK-84274240,30/12/2019,12-2019,company_a,1931.9,CHF,Open,buyer_2
TTK-30272831,18/3/2020,3-2020,company_b,90597.19,EUR,Open,buyer_2
TTK-32503662,12/8/2020,8-2020,company_c,21499.26,PLN,Clarification,buyer_5
TTK-62876224,03/8/2020,8-2020,company_a,65092.62,EUR,Open,buyer_3
TTK-78587437,03/1/2020,1-2020,company_c,23038.27,PLN,Closed,buyer_6
TTK-32022807,11/1/2020,1-2020,company_b,93238.2,CHF,Closed,buyer_2
TTK-49207430,14/3/2020,3-2020,company_c,5195.56,EUR,Open,buyer_1
TTK-61789452,25/12/2019,12-2019,company_c,94144.39,PLN,Closed,buyer_5
TTK-97979564,29/7/2020,7-2020,company_b,47963.52,EUR,In Progress,buyer_7
TTK-73093175,09/6/2020,6-2020,company_b,14432.4,PLN,Open,buyer_2
TTK-52921929,07/3/2020,3-2020,company_c,24244.26,CHF,On hold,buyer_7
TTK-29853176,02/7/2020,7-2020,company_a,22397,CHF,Open,buyer_4
TTK-67553705,09/1/2020,1-2020,company_a,710.11,PLN,On hold,buyer_6
TTK-90492616,06/4/2020,4-2020,company_a,61891.4,PLN,In Progress,buyer_5
TTK-13824927,21/3/2020,3-2020,company_c,4049.52,USD,Closed,buyer_4
TTK-61369826,07/4/2020,4-2020,company_b,55296.26,PLN,Open,buyer_5
TTK-14130802,18/3/2020,3-2020,company_a,51162.43,EUR,Open,buyer_5
TTK-22488427,08/7/2020,7-2020,company_a,3400.85,CHF,In Progress,buyer_8
TTK-59501607,13/1/2020,1-2020,company_a,37702.54,USD,Open,buyer_6
TTK-8534866,10/6/2020,6-2020,company_b,67957.14,CHF,Open,buyer_1
TTK-50469852,16/8/2020,8-2020,company_b,42023.92,CHF,On hold,buyer_2
TTK-5266,06/8/2020,8-2020,company_a,51052.23,CHF,On hold,buyer_8
TTK-30229357,18/2/2020,2-2020,company_b,45105.38,EUR,Open,buyer_6
TTK-75040312,10/2/2020,2-2020,company_b,63916.28,CHF,Clarification,buyer_7
TTK-66574057,13/5/2020,5-2020,company_b,55143.38,EUR,Closed,buyer_1
TTK-12503821,19/3/2020,3-2020,company_a,57645.48,PLN,Closed,buyer_8
TTK-35222064,17/7/2020,7-2020,company_b,96421.47,CHF,On hold,buyer_6
TTK-9579754,24/2/2020,2-2020,company_b,85211.38,USD,Clarification,buyer_10
TTK-80510202,29/4/2020,4-2020,company_b,48725.75,USD,In Progress,buyer_3
TTK-81387844,30/7/2020,7-2020,company_a,84714.53,EUR,Open,buyer_3
TTK-7109369,10/8/2020,8-2020,company_b,23837.98,PLN,Closed,buyer_4
TTK-58601775,08/8/2020,8-2020,company_b,15118.52,EUR,In Progress,buyer_6
TTK-93295740,10/5/2020,5-2020,company_b,22475.31,CHF,On hold,buyer_8
TTK-97334613,12/4/2020,4-2020,company_a,17032.98,USD,Clarification,buyer_6
TTK-69031852,11/8/2020,8-2020,company_c,96814.43,CHF,On hold,buyer_10
TTK-47103267,07/4/2020,4-2020,company_c,51004.38,USD,On hold,buyer_7
TTK-7093123,24/2/2020,2-2020,company_c,42871.36,CHF,Closed,buyer_6
TTK-87297644,10/3/2020,3-2020,company_b,39802.75,CHF,Closed,buyer_5
TTK-47841839,08/6/2020,6-2020,company_c,63407.82,CHF,Open,buyer_1
TTK-29575940,09/6/2020,6-2020,company_c,72389.42,PLN,Closed,buyer_10
TTK-96988537,03/5/2020,5-2020,company_c,41767.44,EUR,Clarification,buyer_1
TTK-46065646,13/7/2020,7-2020,company_c,72904.33,EUR,Clarification,buyer_2
TTK-28015240,25/5/2020,5-2020,company_c,27121.89,EUR,In Progress,buyer_3
TTK-26434932,04/8/2020,8-2020,company_a,12766.42,EUR,Open,buyer_1
TTK-68074609,05/3/2020,3-2020,company_a,96865.15,EUR,Closed,buyer_7
TTK-21013689,19/2/2020,2-2020,company_a,13678.25,EUR,Clarification,buyer_6
TTK-39017258,22/1/2020,1-2020,company_c,53228.99,EUR,Open,buyer_2
TTK-31215094,02/1/2020,1-2020,company_a,92462.1,EUR,On hold,buyer_10
TTK-95401741,10/6/2020,6-2020,company_b,40713.8,CHF,In Progress,buyer_2
TTK-53061380,27/6/2020,6-2020,company_b,3134.55,PLN,Clarification,buyer_9
TTK-52415583,07/3/2020,3-2020,company_a,46545.99,PLN,Open,buyer_5
TTK-74438144,18/6/2020,6-2020,company_a,63534.22,EUR,Closed,buyer_7
TTK-89084959,22/12/2019,12-2019,company_a,20520.46,CHF,On hold,buyer_2
TTK-77442814,24/3/2020,3-2020,company_b,85813.3,EUR,Closed,buyer_2
TTK-39668401,24/3/2020,3-2020,company_c,95328.58,PLN,In Progress,buyer_4
TTK-25643508,09/5/2020,5-2020,company_a,65923.67,USD,Open,buyer_1
TTK-59867007,14/2/2020,2-2020,company_b,95968.21,PLN,Closed,buyer_2
TTK-61362087,21/1/2020,1-2020,company_b,63556.63,PLN,On hold,buyer_2
TTK-40597861,06/7/2020,7-2020,company_c,42677.6,EUR,In Progress,buyer_5
TTK-73241952,14/6/2020,6-2020,company_a,53102.52,PLN,Clarification,buyer_8
TTK-36083314,08/2/2020,2-2020,company_c,4621.68,EUR,Closed,buyer_7
TTK-28133868,27/5/2020,5-2020,company_a,38283.89,EUR,In Progress,buyer_7
TTK-70868534,10/8/2020,8-2020,company_a,79680.61,PLN,On hold,buyer_10
TTK-44741542,17/1/2020,1-2020,company_a,87930.79,USD,On hold,buyer_4
TTK-79659022,23/3/2020,3-2020,company_a,27700.49,USD,Clarification,buyer_3
TTK-29466249,05/6/2020,6-2020,company_b,62666.84,USD,On hold,buyer_4
TTK-12140237,24/5/2020,5-2020,company_b,7223.46,CHF,On hold,buyer_7
TTK-41797761,25/2/2020,2-2020,company_b,29024.55,CHF,Closed,buyer_1
TTK-74334079,10/5/2020,5-2020,company_c,57740.1,USD,On hold,buyer_10
TTK-1451955,24/4/2020,4-2020,company_a,89095.3,PLN,Closed,buyer_2
TTK-70892371,19/1/2020,1-2020,company_c,69479.49,USD,On hold,buyer_4
TTK-59973399,11/5/2020,5-2020,company_c,20729.74,USD,Closed,buyer_2
TTK-89682210,03/3/2020,3-2020,company_a,44676.56,EUR,Closed,buyer_2
TTK-10244754,18/2/2020,2-2020,company_b,27220.25,CHF,On hold,buyer_6
TTK-89634924,02/5/2020,5-2020,company_c,66172.38,PLN,On hold,buyer_4
TTK-12193977,17/5/2020,5-2020,company_b,4454.22,CHF,On hold,buyer_6
TTK-37725038,05/6/2020,6-2020,company_b,79299.83,CHF,Clarification,buyer_7
TTK-80148824,12/2/2020,2-2020,company_c,73529.45,CHF,Open,buyer_10
TTK-78618643,05/7/2020,7-2020,company_b,65082.8,USD,On hold,buyer_9
TTK-20687697,30/3/2020,3-2020,company_b,28270.42,EUR,On hold,buyer_2
TTK-58743778,26/4/2020,4-2020,company_a,43502.69,EUR,Open,buyer_9
TTK-20739943,27/3/2020,3-2020,company_b,92213.25,PLN,Clarification,buyer_10
TTK-61987015,21/3/2020,3-2020,company_a,19994.2,USD,Clarification,buyer_1
TTK-61470739,29/2/2020,2-2020,company_c,3081.27,USD,On hold,buyer_8
TTK-22904010,11/4/2020,4-2020,company_a,978.73,USD,Clarification,buyer_4
TTK-56500440,14/1/2020,1-2020,company_a,44464.46,EUR,In Progress,buyer_8
TTK-42730749,31/5/2020,5-2020,company_b,11554.88,CHF,In Progress,buyer_7
TTK-88240863,06/1/2020,1-2020,company_a,6247.42,CHF,Clarification,buyer_1
TTK-26523206,13/8/2020,8-2020,company_b,10152.14,EUR,In Progress,buyer_7
TTK-4087852,11/5/2020,5-2020,company_a,97773.55,CHF,In Progress,buyer_6
TTK-58573722,31/1/2020,1-2020,company_a,63034.9,PLN,Closed,buyer_1
TTK-25587035,07/8/2020,8-2020,company_b,37610.24,CHF,Closed,buyer_5
TTK-15392124,06/8/2020,8-2020,company_a,16621.31,EUR,On hold,buyer_10
TTK-66870665,02/5/2020,5-2020,company_a,78906.85,CHF,Open,buyer_8
TTK-36217520,08/3/2020,3-2020,company_b,4916.96,USD,Closed,buyer_1
TTK-70142160,23/6/2020,6-2020,company_b,5128.22,USD,In Progress,buyer_10
TTK-29696291,02/3/2020,3-2020,company_a,92695.69,PLN,In Progress,buyer_8
TTK-78420970,15/4/2020,4-2020,company_a,30994.25,PLN,Clarification,buyer_10
TTK-81312301,02/7/2020,7-2020,company_c,28935.24,PLN,In Progress,buyer_2
TTK-17009750,13/1/2020,1-2020,company_b,48739.39,EUR,Closed,buyer_1
TTK-65386797,24/12/2019,12-2019,company_c,89260.69,CHF,Closed,buyer_1
TTK-87234649,09/4/2020,4-2020,company_a,57542.47,CHF,In Progress,buyer_4
TTK-63213570,10/3/2020,3-2020,company_a,41938.64,EUR,Open,buyer_8
TTK-1134063,10/1/2020,1-2020,company_b,64939.53,USD,In Progress,buyer_6
TTK-20447345,18/3/2020,3-2020,company_c,41338.56,CHF,Clarification,buyer_1
TTK-2623358,11/12/2019,12-2019,company_a,82925.74,USD,On hold,buyer_8
TTK-4475482,23/4/2020,4-2020,company_b,98600.71,PLN,On hold,buyer_3
TTK-66056229,19/4/2020,4-2020,company_c,55480.16,CHF,Clarification,buyer_6
TTK-2969227,12/8/2020,8-2020,company_c,24478.89,EUR,On hold,buyer_4
TTK-92756325,25/3/2020,3-2020,company_c,94390.96,USD,On hold,buyer_9
TTK-16001026,13/3/2020,3-2020,company_b,27323.66,EUR,On hold,buyer_9
TTK-66534396,21/4/2020,4-2020,company_a,25894.26,EUR,In Progress,buyer_8
TTK-53595545,06/3/2020,3-2020,company_c,14931.66,USD,In Progress,buyer_8
TTK-37758916,17/12/2019,12-2019,company_b,29560.79,PLN,On hold,buyer_5
TTK-86273326,01/8/2020,8-2020,company_b,93068.35,CHF,In Progress,buyer_7
TTK-93232588,13/8/2020,8-2020,company_a,48556.78,EUR,In Progress,buyer_10
TTK-50937872,28/2/2020,2-2020,company_b,76080.12,EUR,In Progress,buyer_3
TTK-98053890,15/12/2019,12-2019,company_b,40384.56,CHF,Open,buyer_3
TTK-86067536,10/12/2019,12-2019,company_b,66116.89,USD,On hold,buyer_3
TTK-27575091,03/1/2020,1-2020,company_c,18623.55,PLN,Clarification,buyer_3
TTK-43101243,22/6/2020,6-2020,company_b,67329.11,USD,Clarification,buyer_7
TTK-90832909,12/4/2020,4-2020,company_c,27596.84,USD,Closed,buyer_9
TTK-15765586,22/1/2020,1-2020,company_a,74756.11,PLN,Closed,buyer_4
TTK-44659022,12/12/2019,12-2019,company_a,49970.87,CHF,Closed,buyer_3
TTK-53789502,18/12/2019,12-2019,company_c,3007.89,USD,Clarification,buyer_4
TTK-41293925,05/2/2020,2-2020,company_a,79652.65,EUR,Open,buyer_7
TTK-93256312,22/3/2020,3-2020,company_b,46394.36,EUR,In Progress,buyer_2
TTK-80648917,09/5/2020,5-2020,company_b,64068.29,USD,In Progress,buyer_8
TTK-37877435,21/12/2019,12-2019,company_c,62539.66,USD,Clarification,buyer_8
TTK-4703411,09/12/2019,12-2019,company_c,13489.96,USD,Clarification,buyer_8
TTK-47593355,19/5/2020,5-2020,company_a,64716.2,USD,In Progress,buyer_5
TTK-33156916,31/3/2020,3-2020,company_a,65171.5,CHF,In Progress,buyer_8
TTK-2752757,06/1/2020,1-2020,company_c,51687.65,PLN,On hold,buyer_5
TTK-30065112,12/12/2019,12-2019,company_b,79967.53,CHF,On hold,buyer_4
TTK-2586435,09/3/2020,3-2020,company_b,37585.88,USD,On hold,buyer_4
TTK-30556493,02/8/2020,8-2020,company_b,34786.83,CHF,Clarification,buyer_4
TTK-91716970,29/12/2019,12-2019,company_a,70885.29,PLN,Clarification,buyer_6
TTK-73507058,06/4/2020,4-2020,company_c,86053.38,CHF,Clarification,buyer_6
TTK-13274563,12/12/2019,12-2019,company_b,54825.5,CHF,Closed,buyer_10
TTK-6356029,09/1/2020,1-2020,company_a,31628.49,CHF,In Progress,buyer_10
TTK-15508589,05/1/2020,1-2020,company_b,5903,CHF,Clarification,buyer_2
TTK-25109358,25/12/2019,12-2019,company_c,89720.98,PLN,On hold,buyer_4
TTK-39406931,11/1/2020,1-2020,company_c,27024.92,USD,Clarification,buyer_2
TTK-55942598,11/1/2020,1-2020,company_b,1819.57,PLN,Closed,buyer_7
TTK-72882084,31/7/2020,7-2020,company_c,2067.92,PLN,Clarification,buyer_9
TTK-75062815,15/5/2020,5-2020,company_c,38904.82,PLN,On hold,buyer_3
TTK-40884541,23/6/2020,6-2020,company_a,40043.93,USD,Open,buyer_6
TTK-75121816,02/4/2020,4-2020,company_b,85452.91,EUR,In Progress,buyer_9
TTK-98817313,15/6/2020,6-2020,company_a,94267.56,USD,On hold,buyer_10
TTK-98935250,12/12/2019,12-2019,company_c,61056.3,CHF,On hold,buyer_3
TTK-34811124,23/4/2020,4-2020,company_a,46054.59,PLN,Closed,buyer_9
TTK-13745721,01/8/2020,8-2020,company_b,23783.5,CHF,In Progress,buyer_9
TTK-14726278,02/4/2020,4-2020,company_a,27398.17,PLN,On hold,buyer_2
TTK-73031497,01/5/2020,5-2020,company_b,73768.61,EUR,Open,buyer_4
TTK-33934292,09/4/2020,4-2020,company_b,86481.48,PLN,Open,buyer_2
TTK-61184089,27/5/2020,5-2020,company_b,78019.96,CHF,In Progress,buyer_7
TTK-15103793,18/6/2020,6-2020,company_a,95846.24,PLN,On hold,buyer_10
TTK-77026443,28/1/2020,1-2020,company_c,6988.89,PLN,Closed,buyer_9
TTK-97128360,20/5/2020,5-2020,company_c,51914.3,USD,Clarification,buyer_7
TTK-23996995,17/2/2020,2-2020,company_b,21059.9,CHF,In Progress,buyer_4
TTK-16332747,27/3/2020,3-2020,company_c,99281.87,EUR,On hold,buyer_2
TTK-5193920,15/2/2020,2-2020,company_b,40373.64,USD,Open,buyer_10
TTK-22646011,08/5/2020,5-2020,company_a,31828.71,CHF,Closed,buyer_4
TTK-1382131,16/6/2020,6-2020,company_a,41794.51,PLN,Open,buyer_2
TTK-71675220,08/4/2020,4-2020,company_c,99918.11,CHF,Closed,buyer_6
TTK-47316568,27/2/2020,2-2020,company_b,81049.5,USD,Clarification,buyer_2
TTK-87258572,04/3/2020,3-2020,company_a,49276.49,CHF,On hold,buyer_1
TTK-59003609,15/8/2020,8-2020,company_b,84730.66,CHF,Closed,buyer_3
TTK-72179499,17/2/2020,2-2020,company_b,77291.29,EUR,Closed,buyer_6
TTK-9682600,27/4/2020,4-2020,company_c,70507.46,PLN,In Progress,buyer_4
TTK-25893842,24/5/2020,5-2020,company_b,9460.77,EUR,Closed,buyer_9
TTK-77003466,15/2/2020,2-2020,company_c,62112.58,USD,Open,buyer_8
TTK-45298194,09/12/2019,12-2019,company_c,46555.94,CHF,Clarification,buyer_4
TTK-42635504,20/1/2020,1-2020,company_c,28305.87,CHF,Clarification,buyer_8
TTK-25281233,29/5/2020,5-2020,company_a,38761.35,USD,On hold,buyer_2
TTK-71220667,19/7/2020,7-2020,company_a,26496.4,CHF,Open,buyer_9
TTK-51012634,01/1/2020,1-2020,company_c,50487.55,EUR,In Progress,buyer_6
TTK-44684943,30/6/2020,6-2020,company_a,88051.78,PLN,Closed,buyer_3
TTK-1612260,09/3/2020,3-2020,company_b,43622.75,EUR,Clarification,buyer_4
TTK-92748628,09/12/2019,12-2019,company_b,4331,CHF,Closed,buyer_8
TTK-32360388,24/3/2020,3-2020,company_b,69529.62,EUR,On hold,buyer_4
TTK-95666081,27/7/2020,7-2020,company_b,40471.17,USD,In Progress,buyer_2
TTK-65680748,01/6/2020,6-2020,company_a,38480.36,PLN,Closed,buyer_4
TTK-60314989,04/7/2020,7-2020,company_b,5135.66,USD,Open,buyer_10
TTK-55600964,12/7/2020,7-2020,company_c,48835.49,CHF,Clarification,buyer_10
TTK-98530378,30/1/2020,1-2020,company_b,28897.93,USD,On hold,buyer_4
TTK-45402626,28/7/2020,7-2020,company_a,88239.94,PLN,Clarification,buyer_9
TTK-86032520,22/7/2020,7-2020,company_a,49209.7,EUR,Closed,buyer_5
TTK-68890790,27/5/2020,5-2020,company_b,30941.7,CHF,Clarification,buyer_1
TTK-42815943,14/2/2020,2-2020,company_c,21487.89,PLN,Clarification,buyer_9
TTK-87265166,12/6/2020,6-2020,company_c,33611.61,USD,Closed,buyer_2
TTK-66753307,10/4/2020,4-2020,company_c,218.18,CHF,Open,buyer_8
TTK-54760591,29/12/2019,12-2019,company_a,8401.99,EUR,Open,buyer_6
TTK-81303691,16/3/2020,3-2020,company_a,3561.53,PLN,In Progress,buyer_8
TTK-11685508,03/2/2020,2-2020,company_b,28514.16,EUR,Open,buyer_3
TTK-26086937,20/2/2020,2-2020,company_a,46407.3,USD,Open,buyer_1
TTK-36764137,13/2/2020,2-2020,company_c,22162.78,EUR,Clarification,buyer_6
TTK-28985084,09/1/2020,1-2020,company_a,3515.86,CHF,On hold,buyer_7
TTK-54255785,30/6/2020,6-2020,company_c,18373.17,USD,On hold,buyer_9
TTK-74003346,21/6/2020,6-2020,company_b,17366.99,PLN,Open,buyer_9
TTK-15098815,04/7/2020,7-2020,company_b,20064.49,EUR,Closed,buyer_9
TTK-1370815,16/7/2020,7-2020,company_b,14751.46,CHF,On hold,buyer_3
